* temperature,46.6
# tab:ChamberData
volume,pressure
2.2	,23.5
2	,25
1.8	,27
1.6,	28.75
1.4	,31	
1.2	,33	
1	,34.75	
0.9	,35.5	
0.8	,36.25
0.75,	36.25
0.7	,36.25
0.65,	36.5
0.6	,36.5
0.55,	36.5
0.5	,37
0.45,	39
0.4	,44.5
