* temperature,47.2
# tab:ChamberData
volume,pressure
2.2	,23.5
2	,26
1.8	,27	
1.6	,29	
1.4	,31
1.2	,33	
1	,35	
0.9	,35.75	
0.8	,36.5
0.75,	36.5
0.7	,36.75
0.65,	36.75
0.6	,37
0.55,	37
0.5	,37.5
0.45,	39.25
0.4	,46
