
* error_angle,1,°,
* voltmeterRange,1,V,

* maximum,33.0,1,°

# tab:BraggReflection,,,
angle in °,voltage in V,,
0,3.3,,
2,0.215,,
4,-0.1165,,
6,-0.1015,,
8,-0.0917,,
10,-0.0906,,
12,-0.0906,,
14,-0.093,,
16,-0.0924,,
18,-0.0919,,
20,-0.094,,
22,-0.0958,,
24,-0.0988,,
26,-0.0974,,
28,-0.1,,
30,-0.119,,
31,-0.115,,
32,-0.057,,
33,-0.042,,
34,-0.043,,
35,-0.0681,,
36,-0.1034,,
37,-0.1154,,
38,-0.113,,
40,-0.096,,
42,-0.092,,
44,-0.0915,,
46,-0.0923,,
48,-0.0908,,
50,-0.0917,,
