,,
val:error_angle,0.5,°
val:rangeVoltmeter,1,V
,,
tab:Polarisation,,
angle in °,voltage in V,
0,-0.121,
10,-0.125,
20,-0.106,
30,-0.0913,
40,-0.113,
50,-0.0855,
60,0.092,
70,0.335,
80,0.55,
90,0.659,
100,0.59,
110,0.392,
120,0.116,
130,-0.081,
140,-0.109,
150,-0.0916,
160,-0.1024,
170,-0.12,
180,-0.118,
