tab:1secMeasurement
garbage,trash,count,time,shit,crap,piss
2,12467,2,1000000,65,128,0
2,12482,2,1000000,65,128,0
2,12497,0,1000000,65,128,0
2,12513,1,1000000,65,128,0
2,12528,1,1000000,65,128,0
2,12543,1,1000000,65,128,0
2,12558,1,1000000,65,128,0
2,12574,0,1000000,65,128,0
2,12589,3,1000000,65,128,0
2,12604,2,1000000,65,128,0
2,12619,2,1000000,65,128,0
2,12635,0,1000000,65,128,0
2,12650,1,1000000,65,128,0
2,12665,0,1000000,65,128,0
2,12681,1,1000000,65,128,0
2,12696,0,1000000,65,128,0
2,12711,0,1000000,65,128,0
2,12726,0,1000000,65,128,0
2,12742,0,1000000,65,128,0
2,12757,2,1000000,65,128,0
2,12772,1,1000000,65,128,0
2,12787,1,1000000,65,128,0
2,12803,0,1000000,65,128,0
2,12818,1,1000000,65,128,0
2,12833,0,1000000,65,128,0
2,12848,0,1000000,65,128,0
2,12864,2,1000000,65,128,0
2,12879,4,1000000,65,128,0
2,12894,3,1000000,65,128,0
2,12909,0,1000000,65,128,0
2,12925,0,1000000,65,128,0
2,12940,1,1000000,65,128,0
2,12955,0,1000000,65,128,0
2,12970,3,1000000,65,128,0
2,12986,1,1000000,65,128,0
2,13001,1,1000000,65,128,0
2,13016,2,1000000,65,128,0
2,13031,2,1000000,65,128,0
2,13047,0,1000000,65,128,0
2,13062,1,1000000,65,128,0
2,13077,1,1000000,65,128,0
2,13093,2,1000000,65,128,0
2,13108,1,1000000,65,128,0
2,13123,5,1000000,65,128,0
2,13138,0,1000000,65,128,0
2,13154,1,1000000,65,128,0
2,13169,2,1000000,65,128,0
2,13184,1,1000000,65,128,0
2,13199,2,1000000,65,128,0
2,13215,2,1000000,65,128,0
2,13230,1,1000000,65,128,0
2,13245,2,1000000,65,128,0
2,13260,1,1000000,65,128,0
2,13276,2,1000000,65,128,0
2,13291,0,1000000,65,128,0
2,13306,1,1000000,65,128,0
2,13321,0,1000000,65,128,0
2,13337,1,1000000,65,128,0
2,13352,0,1000000,65,128,0
2,13367,2,1000000,65,128,0
2,13382,1,1000000,65,128,0
2,13398,2,1000000,65,128,0
2,13413,1,1000000,65,128,0
2,13428,1,1000000,65,128,0
2,13443,0,1000000,65,128,0
2,13459,1,1000000,65,128,0
2,13474,0,1000000,65,128,0
2,13489,0,1000000,65,128,0
2,13505,0,1000000,65,128,0
2,13520,2,1000000,65,128,0
2,13535,1,1000000,65,128,0
2,13550,1,1000000,65,128,0
2,13566,3,1000000,65,128,0
2,13581,0,1000000,65,128,0
2,13596,1,1000000,65,128,0
2,13611,4,1000000,65,128,0
2,13627,2,1000000,65,128,0
2,13642,2,1000000,65,128,0
2,13657,1,1000000,65,128,0
2,13672,1,1000000,65,128,0
2,13688,1,1000000,65,128,0
2,13703,0,1000000,65,128,0
2,13718,1,1000000,65,128,0
2,13733,0,1000000,65,128,0
2,13749,0,1000000,65,128,0
2,13764,4,1000000,65,128,0
2,13779,2,1000000,65,128,0
2,13794,1,1000000,65,128,0
2,13810,1,1000000,65,128,0
2,13825,3,1000000,65,128,0
2,13840,1,1000000,65,128,0
2,13855,0,1000000,65,128,0
2,13871,1,1000000,65,128,0
2,13886,2,1000000,65,128,0
2,13901,1,1000000,65,128,0
2,13917,1,1000000,65,128,0
2,13932,1,1000000,65,128,0
2,13947,2,1000000,65,128,0
2,13962,1,1000000,65,128,0
2,13977,2,1000000,65,128,0
2,13993,2,1000000,65,128,0
2,14008,3,1000000,65,128,0
2,14023,0,1000000,65,128,0
2,14039,2,1000000,65,128,0
2,14054,1,1000000,65,128,0
2,14069,0,1000000,65,128,0
2,14084,0,1000000,65,128,0
2,14100,1,1000000,65,128,0
2,14115,1,1000000,65,128,0
2,14130,0,1000000,65,128,0
2,14145,4,1000000,65,128,0
2,14161,1,1000000,65,128,0
2,14176,0,1000000,65,128,0
2,14191,0,1000000,65,128,0
2,14206,1,1000000,65,128,0
2,14222,0,1000000,65,128,0
2,14237,1,1000000,65,128,0
2,14252,1,1000000,65,128,0
2,14267,0,1000000,65,128,0
2,14283,0,1000000,65,128,0
2,14298,1,1000000,65,128,0
2,14313,0,1000000,65,128,0
2,14328,1,1000000,65,128,0
2,14344,1,1000000,65,128,0
2,14359,2,1000000,65,128,0
2,14374,2,1000000,65,128,0
2,14389,2,1000000,65,128,0
2,14405,1,1000000,65,128,0
2,14420,1,1000000,65,128,0
2,14435,3,1000000,65,128,0
2,14451,1,1000000,65,128,0
2,14466,1,1000000,65,128,0
2,14481,1,1000000,65,128,0
2,14496,0,1000000,65,128,0
2,14512,0,1000000,65,128,0
2,14527,0,1000000,65,128,0
2,14542,1,1000000,65,128,0
2,14557,0,1000000,65,128,0
2,14573,4,1000000,65,128,0
2,14588,0,1000000,65,128,0
2,14603,3,1000000,65,128,0
2,14618,3,1000000,65,128,0
2,14634,0,1000000,65,128,0
2,14649,1,1000000,65,128,0
2,14664,1,1000000,65,128,0
2,14679,0,1000000,65,128,0
2,14695,1,1000000,65,128,0
2,14710,2,1000000,65,128,0
2,14725,1,1000000,65,128,0
2,14740,0,1000000,65,128,0
2,14756,0,1000000,65,128,0
2,14771,0,1000000,65,128,0
2,14786,2,1000000,65,128,0
2,14802,3,1000000,65,128,0
2,14817,2,1000000,65,128,0
2,14832,1,1000000,65,128,0
2,14847,2,1000000,65,128,0
2,14863,1,1000000,65,128,0
2,14878,2,1000000,65,128,0
2,14893,1,1000000,65,128,0
2,14908,1,1000000,65,128,0
2,14924,2,1000000,65,128,0
2,14939,3,1000000,65,128,0
2,14954,2,1000000,65,128,0
2,14969,2,1000000,65,128,0
2,14985,1,1000000,65,128,0
2,15000,1,1000000,65,128,0
2,15015,0,1000000,65,128,0
2,15030,2,1000000,65,128,0
2,15046,2,1000000,65,128,0
2,15061,0,1000000,65,128,0
2,15076,1,1000000,65,128,0
2,15091,0,1000000,65,128,0
2,15107,0,1000000,65,128,0
2,15122,1,1000000,65,128,0
2,15137,0,1000000,65,128,0
2,15152,0,1000000,65,128,0
2,15168,1,1000000,65,128,0
2,15183,0,1000000,65,128,0
2,15198,2,1000000,65,128,0
2,15214,0,1000000,65,128,0
2,15229,0,1000000,65,128,0
2,15244,1,1000000,65,128,0
2,15259,0,1000000,65,128,0
2,15275,1,1000000,65,128,0
2,15290,1,1000000,65,128,0
2,15305,2,1000000,65,128,0
2,15320,0,1000000,65,128,0
2,15336,2,1000000,65,128,0
2,15351,1,1000000,65,128,0
2,15366,0,1000000,65,128,0
2,15381,0,1000000,65,128,0
2,15397,1,1000000,65,128,0
2,15412,2,1000000,65,128,0
2,15427,1,1000000,65,128,0
2,15442,0,1000000,65,128,0
2,15458,0,1000000,65,128,0
2,15473,0,1000000,65,128,0
2,15488,0,1000000,65,128,0
2,15503,1,1000000,65,128,0
2,15519,1,1000000,65,128,0
2,15534,0,1000000,65,128,0
2,15549,1,1000000,65,128,0
2,15564,0,1000000,65,128,0
2,15580,1,1000000,65,128,0
2,15595,0,1000000,65,128,0
2,15610,1,1000000,65,128,0
2,15625,1,1000000,65,128,0
2,15641,1,1000000,65,128,0
2,15656,0,1000000,65,128,0
2,15671,2,1000000,65,128,0
2,15687,0,1000000,65,128,0
2,15702,0,1000000,65,128,0
2,15717,0,1000000,65,128,0
2,15732,1,1000000,65,128,0
2,15748,0,1000000,65,128,0
2,15763,2,1000000,65,128,0
2,15778,3,1000000,65,128,0
2,15793,2,1000000,65,128,0
2,15809,0,1000000,65,128,0
2,15824,1,1000000,65,128,0
2,15839,0,1000000,65,128,0
2,15854,1,1000000,65,128,0
2,15870,0,1000000,65,128,0
2,15885,1,1000000,65,128,0
2,15900,0,1000000,65,128,0
2,15915,0,1000000,65,128,0
2,15931,2,1000000,65,128,0
2,15946,4,1000000,65,128,0
2,15961,0,1000000,65,128,0
2,15976,0,1000000,65,128,0
2,15992,2,1000000,65,128,0
2,16007,0,1000000,65,128,0
2,16022,0,1000000,65,128,0
2,16037,0,1000000,65,128,0
2,16053,4,1000000,65,128,0
2,16068,1,1000000,65,128,0
2,16083,2,1000000,65,128,0
2,16099,2,1000000,65,128,0
2,16114,1,1000000,65,128,0
2,16129,1,1000000,65,128,0
2,16144,0,1000000,65,128,0
2,16160,1,1000000,65,128,0
2,16175,0,1000000,65,128,0
2,16190,1,1000000,65,128,0
2,16205,1,1000000,65,128,0
2,16221,0,1000000,65,128,0
2,16236,0,1000000,65,128,0
2,16251,1,1000000,65,128,0
2,16266,1,1000000,65,128,0
2,16282,1,1000000,65,128,0
2,16297,0,1000000,65,128,0
2,16312,1,1000000,65,128,0
2,16327,1,1000000,65,128,0
2,16343,1,1000000,65,128,0
2,16358,1,1000000,65,128,0
2,16373,1,1000000,65,128,0
2,16388,1,1000000,65,128,0
2,16404,1,1000000,65,128,0
2,16419,1,1000000,65,128,0
2,16434,2,1000000,65,128,0
2,16449,1,1000000,65,128,0
2,16465,1,1000000,65,128,0
2,16480,1,1000000,65,128,0
2,16495,0,1000000,65,128,0
2,16510,0,1000000,65,128,0
2,16526,0,1000000,65,128,0
2,16541,2,1000000,65,128,0
2,16556,2,1000000,65,128,0
2,16572,1,1000000,65,128,0
2,16587,0,1000000,65,128,0
2,16602,1,1000000,65,128,0
2,16617,1,1000000,65,128,0
2,16633,1,1000000,65,128,0
2,16648,0,1000000,65,128,0
2,16663,3,1000000,65,128,0
2,16678,0,1000000,65,128,0
2,16694,1,1000000,65,128,0
2,16709,1,1000000,65,128,0
2,16724,0,1000000,65,128,0
2,16739,3,1000000,65,128,0
2,16755,1,1000000,65,128,0
2,16770,2,1000000,65,128,0
2,16785,0,1000000,65,128,0
2,16800,0,1000000,65,128,0
2,16816,0,1000000,65,128,0
2,16831,1,1000000,65,128,0
2,16846,1,1000000,65,128,0
2,16861,1,1000000,65,128,0
2,16877,3,1000000,65,128,0
2,16892,1,1000000,65,128,0
2,16907,1,1000000,65,128,0
2,16922,2,1000000,65,128,0
2,16938,0,1000000,65,128,0
2,16953,0,1000000,65,128,0
2,16968,0,1000000,65,128,0
2,16984,0,1000000,65,128,0
2,16999,1,1000000,65,128,0
2,17014,0,1000000,65,128,0
2,17029,2,1000000,65,128,0
2,17045,0,1000000,65,128,0
2,17060,2,1000000,65,128,0
2,17075,0,1000000,65,128,0
2,17090,3,1000000,65,128,0
2,17106,0,1000000,65,128,0
2,17121,2,1000000,65,128,0
