
val:error_angle,1,°,
val:voltmeterRange,1,V,

val:maximum,23.0,1,°

val:voltageOffset,-0.093,V

tab:BraggReflection,,,
angle in °,diodeVoltage in V,,
0,1.08
2,-0.10
4,-0.08
8,-0.09
12,-0.098
16,-0.093
20,-0.120
21,0.12
23,0.21
24,0.15
25,-0.024
26,-0.12
30,-0.10
34,-0.10
38,-0.10
42,-0.09
46,-0.10
50,-0.10
