val:officialWaveLength,3.21,cm

Wavelengths measured through standing waves
val:standingWavesRootCount,33
val:standingWavesPos1,48.5,0.5,cm
val:standingWavesPos2,101.0,0.5,cm


Wavelengths measured via interferometer
val:interMaximaCount,15
val:interPos1,20.0,0.5,cm
val:interPos2,32.0,0.5,cm
