tab:AngleData
angle,cosAngle,voltage
0	,1	,		1.073
5,	0.996195,	1.054
10,	0.984808,	1.027
15,	0.965926,	1
20,	0.939693,	0.973
25,	0.906308,	0.926
30,	0.866025,	0.851
35,	0.819152,	0.765
40,	0.766044,	0.69
45,	0.707107,	0.641
50,	0.642788,	0.57
