val:NoFilter,2.092
val:Nickel,0
val:Window,0.043
val:SiliconeFront,1.645
val:NaCl,0.029
val:InfraredGlass,0.971
val:SiliconeBack,0.978
val:SiliconeMid,0.9745
val:ZeroPoint,0
val:Temperature,75
